case_id,conversation_id,tweet_id,parent_tweet_id,created_at,author_id,inbound,text
AMZ_0003,2560163,2560174,2560173,Thu Nov 16 19:41:00 +0000 2017,AmazonHelp,False,<USER_1> La date estimée de livraison est basée sur le délai annoncé par le fournisseur pour l'approvisionnement. Si vous n'annulez pas la commande l'article vous sera expédié dès réception du stock. ^MH
AMZ_0003,2560163,2560175,2560174,Thu Nov 16 19:43:11 +0000 2017,<USER_1>,True,"@AmazonHelp en fait l’impression que vous jouer avec moi la.  Parce le Mr que j’ai eu sur le chat m’as dit «  on sait jamais peut être ce soir , peut être demain » …"
AMZ_0003,2560163,2560176,2560175,Thu Nov 16 19:46:01 +0000 2017,AmazonHelp,False,"<USER_1> C'est pour cela qu'il est nécessaire joindre notre SAV afin d'accéder à votre compte pour en savoir plus. Puisque votre commande est annulée, aucune action ne sera désormais effectuée dessus. ^MH"
AMZ_0003,2560163,2560177,2560176,Thu Nov 16 19:48:05 +0000 2017,<USER_1>,True,"@AmazonHelp est ce que , en vous mettant a la place du client , vous trouvez ca normal qu’on vous réponde «  peut être «  pour une commande ?  Juste ca ? 
Est ce que le fait que j’ai annulé après cela est il compréhensible ou pas ?"
AMZ_0003,2560163,2560178,2560177,Thu Nov 16 20:04:36 +0000 2017,AmazonHelp,False,"<USER_1> Je comprends parfaitement votre réaction. Cependant, nous vous invitons à contacter notre SAV.
^MD"
AMZ_0004,584581,584580,584581,Sun Dec 03 14:33:00 +0000 2017,AmazonHelp,False,"<USER_1> Olá Lari, lamentamos o inconveniente. Poderia nos confirmar qual é a data estimada da entrega? ^DA"
AMZ_0004,584581,584581,,Sun Dec 03 14:27:55 +0000 2017,<USER_1>,True,Queria que meus livros que comprei na Black Friday na <USER_1> chegassem porque estão na transportadora desde quinta feira de manhã
AMZ_0005,2284556,2284554,2284556,Sat Nov 11 15:22:23 +0000 2017,AmazonHelp,False,"<USER_1> We're very sorry for the delay! Two-Day Shipping refers to the transit time, in business days. Here's more info on our shipping: https://t.co/zsAky97Jyy ^ZW"
AMZ_0005,2284556,2284555,2284554,Sun Nov 12 18:49:32 +0000 2017,<USER_1>,True,@AmazonHelp I’ve ordered stuff around the same time and I get it by Saturday. 🤨
AMZ_0005,2284556,2284556,,Sat Nov 11 15:02:40 +0000 2017,<USER_1>,True,So I ordered something on Wednesday at <USER_1> and it won’t get here ‘til Monday.. so much for having Prime.
AMZ_0005,2284556,2284557,2284555,Sun Nov 12 18:52:00 +0000 2017,AmazonHelp,False,<USER_1> Please let us know if you order doesn't arrive by the provided delivery date. ^ST
AMZ_0006,179831,179829,179831,Wed Oct 04 10:49:25 +0000 2017,AmazonHelp,False,<USER_1> Hi Alvaro- Can you confirm which site you placed your order with? How long has the item been showing as delayed? ^NV
AMZ_0006,179831,179830,179829,Wed Oct 04 10:55:21 +0000 2017,<USER_1>,True,"@AmazonHelp On https://t.co/QlBV5qOTCT (usa), it has been on delayed at least a month, maybe two. Several items with same problem."
AMZ_0006,179831,179831,,Wed Oct 04 10:43:06 +0000 2017,<USER_1>,True,@AmazonHelp I ordered on July 25th. I still do not receive anything and you already charged me. It doesn't let me cancel. Unacceptable. 😡😡😡 https://t.co/fVHv7s0nnw
AMZ_0007,2828059,2828058,2828059,Mon Nov 27 11:28:26 +0000 2017,AmazonHelp,False,"<USER_1> Hey, did you manage to secure anything exciting :) ? ^TP"
AMZ_0007,2828059,2828059,,Mon Nov 27 11:14:00 +0000 2017,<USER_1>,True,Cyber Monday &amp; amazon prime are hurting my bank account this week 😅
AMZ_0008,1746075,1746072,1746075,Tue Nov 07 15:28:00 +0000 2017,AmazonHelp,False,"<USER_1> I'm sorry to hear about the delay. Without posting account info, can you tell us more? What options were given when you called?^LI"
AMZ_0008,1746075,1746073,1746072,Tue Nov 07 15:51:00 +0000 2017,<USER_1>,True,@AmazonHelp / yet another bad experience with Intelcom: they are killing the Amazon Prime experience.
AMZ_0008,1746075,1746074,1746072,Tue Nov 07 15:49:54 +0000 2017,<USER_1>,True,@AmazonHelp They offer $5 discount. I don’t want discounts—I just want stuff delivered with minimal hassle. Main reason for contacting was to document /
AMZ_0008,1746075,1746075,,Tue Nov 07 14:53:19 +0000 2017,<USER_1>,True,On day 6 of “1 day” delivery ordeal.  I honestly can’t recommend <USER_1> Prime as long as they continue to use IntelCom for ‘delivery’.
AMZ_0008,1746075,1746076,1746075,Tue Nov 07 14:59:53 +0000 2017,<USER_1>,True,"<USER_1> <USER_1> Yeah my ""1 day"" from them was yesterday, so still in the realm of ""1st world problems"" but yeah we are paying for this service."
AMZ_0008,1746075,1746123,1746076,Tue Nov 07 15:17:51 +0000 2017,AmazonHelp,False,<USER_1> What's the delivery date and most recent tracking shown here: https://t.co/PyACxvY8Qo ^LI
AMZ_0008,1746075,1746124,1746123,Tue Nov 07 15:20:19 +0000 2017,<USER_1>,True,"@AmazonHelp Thanks for reaching out, DM'd the info! =)"
AMZ_0009,1666087,1666085,1666087,Tue Oct 17 15:19:00 +0000 2017,AmazonHelp,False,"<USER_1> We'd love to help out, any way we can! Without sharing account/personal details, can you please tell us what's going on? ^WJ"
AMZ_0009,1666087,1666086,1666085,Tue Oct 17 15:19:51 +0000 2017,<USER_1>,True,"@AmazonHelp Ordered a time sensitive item via Prime on Sunday, Canada Post says it has electronic shipping info but hasn't got the item. No ETA."
AMZ_0009,1666087,1666087,,Tue Oct 17 15:12:46 +0000 2017,<USER_1>,True,"After years of shopping <USER_1> they've let me down for the first time. They blame carrier, carrier blames them...customer gets screwed."
AMZ_0009,1666087,1666088,1666086,Tue Oct 17 15:44:31 +0000 2017,AmazonHelp,False,<USER_1> What was the delivery date provided in the original order confirmation e-mail? ^MJ
AMZ_0009,1666087,1666089,1666088,Tue Oct 17 15:45:45 +0000 2017,<USER_1>,True,"@AmazonHelp Oct. 17-20. I paid expedited shipping which Amazon has already refunded, just got off phone w/ Canada Post they have no idea where item is"
AMZ_0009,1666087,1666090,1666089,Tue Oct 17 15:59:30 +0000 2017,AmazonHelp,False,"<USER_1> Thanks for the info, Chris! What did we advise when you spoke with us last? Were any options provided? Keep us posted! ^FR"
AMZ_0009,1666087,1666091,1666090,Tue Oct 17 16:00:17 +0000 2017,<USER_1>,True,"@AmazonHelp Just said to get ahold of Canada Post and I did. Amazon says they have it, Canada Post says they don't. I'm stuck w/ no phone &amp; no ETA."
AMZ_0009,1666087,1666092,1666091,Tue Oct 17 16:06:32 +0000 2017,AmazonHelp,False,"<USER_1> I'm sorry for the frustration. Please let us know, if you don't receive the phone by the last date given in your email. ^AJ"
AMZ_0010,856608,856604,856608,Fri Oct 20 16:38:00 +0000 2017,AmazonHelp,False,"<USER_1> That's frustrating, Beth! Did we miss the delivery date quoted here:  https://t.co/Y5jpI9gRhE ? ^EA"
AMZ_0010,856608,856605,856604,Fri Oct 20 16:41:00 +0000 2017,<USER_1>,True,@AmazonHelp I would really like to know if I should just expect more four day turn arounds in the future for Prime.
AMZ_0010,856608,856606,856604,Fri Oct 20 16:40:11 +0000 2017,<USER_1>,True,@AmazonHelp Not yet because after I went through checkout the date changed from Saturday to Monday.
AMZ_0010,856608,856607,856604,Fri Oct 20 16:40:41 +0000 2017,<USER_1>,True,@AmazonHelp I keep struggling with knowing when someone should actually show up. I know I live rurally so I figure three business days but...
AMZ_0010,856608,856608,,Fri Oct 20 16:18:35 +0000 2017,<USER_1>,True,"<USER_1>, I ordered a Prime product Wednesday evening and it hasn't shipped yet. This will be FOUR day shipping IF it goes out today"
AMZ_0010,856608,856609,856605,Fri Oct 20 19:09:00 +0000 2017,AmazonHelp,False,"<USER_1> Beth, sometimes unexpected delays can occur, please keep us posted on the delivery for Monday. ^SY"
AMZ_0011,18206,18186,18188,Wed Nov 01 05:14:55 +0000 2017,AmazonHelp,False,<USER_1> Thanks for sharing your details. We'll get in touch with you soon. ^AK
AMZ_0011,18206,18187,18186,Wed Nov 01 19:17:55 +0000 2017,<USER_1>,True,"@AmazonHelp They have promised me that my cashback of INR 1500 will be received by 5th November, hope this doesn't repeat in future. Thanks #AmazonIndia"
AMZ_0011,18206,18188,18201,Wed Nov 01 05:09:25 +0000 2017,<USER_1>,True,"@AmazonHelp I have submitted all the required details, please do the necessary else i'll have to go to consumer forum this time :("
AMZ_0011,18206,18189,18187,Wed Nov 01 19:21:33 +0000 2017,AmazonHelp,False,"<USER_1> I get your concern, Abhilash. Cash back shall be processed as per the timelines shared with you. Rest assured. ^SV"
AMZ_0011,18206,18190,18189,Sun Nov 05 03:55:02 +0000 2017,<USER_1>,True,"@AmazonHelp <USER_1>  <USER_1>
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them."
AMZ_0011,18206,18191,18190,Sun Nov 05 04:13:00 +0000 2017,AmazonHelp,False,<USER_1> Please reply to the email for further assistance on it. 2/2 ^RW
AMZ_0011,18206,18192,18190,Sun Nov 05 04:12:30 +0000 2017,AmazonHelp,False,"<USER_1> As you have filled the details, you will receive an email correspondence from our team here: https://t.co/WVqPFC8jLV ^RW 1/2"
AMZ_0011,18206,18193,18190,Sun Nov 05 12:42:22 +0000 2017,<USER_1>,True,"@AmazonHelp <USER_1> <USER_1> Wow this is great, now again i am getting mail that max eligible cashback is INR450. What the heck is wrong with Amazon support. <USER_1>"
AMZ_0011,18206,18194,18193,Sun Nov 05 12:59:12 +0000 2017,AmazonHelp,False,<USER_1> Kindly reply to the email that we've sent. We'll check this for you. ^SG
AMZ_0011,18206,18195,18193,Sun Nov 05 13:03:17 +0000 2017,<USER_1>,True,"@AmazonHelp <USER_1> <USER_1> I have mailed 3-4 times after that but i am still getting the same standard email, exact same mail"
AMZ_0011,18206,18196,18195,Sun Nov 05 13:30:24 +0000 2017,AmazonHelp,False,<USER_1> You can add your insight by writing back to the e-mail sent by our team. We'll reply to the same. ^MP 2/2
AMZ_0011,18206,18197,18195,Sun Nov 05 13:29:57 +0000 2017,AmazonHelp,False,<USER_1> I'm sorry for this experience. The resolution provided by our team over email is the best we can offer at the moment. ^MP 1/2
AMZ_0011,18206,18198,18197,Sun Nov 05 13:32:25 +0000 2017,<USER_1>,True,@AmazonHelp On 1st Nov your team agreed in mail for cashback of INR1500 and now someone else from your team is saying max INR450. This Is cheating.
AMZ_0011,18206,18199,18197,Thu Nov 09 04:51:14 +0000 2017,<USER_1>,True,@AmazonHelp <USER_1> #AmazonIndia  Expecting your customers to take screenshots of every offer is way too much. I trusted Amazon but the way they treat their customers now a days is ridiculous. Now i don't want any cashback and  credits of Kindle account but treat your customers properly.
AMZ_0011,18206,18200,18198,Sun Nov 05 13:45:00 +0000 2017,AmazonHelp,False,<USER_1> Kindly reply to the email sent by us for further assistance on this issue. ^RI
AMZ_0011,18206,18201,18202,Wed Nov 01 04:34:30 +0000 2017,AmazonHelp,False,<USER_1> That's strange. Let me check this out for you. Please drop your details here: https://t.co/rgb8rZzIXD (1/2) ^VM
AMZ_0011,18206,18202,18204,Wed Nov 01 04:21:27 +0000 2017,<USER_1>,True,"@AmazonHelp #AmazonIndia ordered echo plus on 6th October, till now have not recieved any cashback. Now customer care is saying i am eligible for (1/2)"
AMZ_0011,18206,18203,18202,Wed Nov 01 04:35:06 +0000 2017,AmazonHelp,False,<USER_1> so that we can get in touch with you. (2/2) ^VM
AMZ_0011,18206,18204,18206,Tue Oct 31 18:51:01 +0000 2017,AmazonHelp,False,"<USER_1> That's quite a comment, Abhilash. Please elaborate your concern for us to assist you better. ^SV"
AMZ_0011,18206,18205,18204,Wed Nov 01 04:23:06 +0000 2017,<USER_1>,True,@AmazonHelp Only INR449 cashback instead of INR1500. Please do the necessary cuz these sort of incidents affect the trust on amazon services (2/2)
AMZ_0011,18206,18206,,Tue Oct 31 06:17:16 +0000 2017,<USER_1>,True,"#amazonindia Since when Amazon has started cheating its customers ?🤔
Feeling cheated as i ordered Amazon echo plus on 6th october."
AMZ_0012,1666219,1666217,1666219,Sun Nov 26 04:41:24 +0000 2017,AmazonHelp,False,<USER_1> Apologies for the delivery issues. Please contact our support team here: https://t.co/HQhpS28DfD and we will assist you further. ^BS
AMZ_0012,1666219,1666218,1666217,Sun Nov 26 11:22:16 +0000 2017,<USER_1>,True,"@AmazonHelp When there is an address, why the hell your fellow keeps calling? And send message that he is unable to reach. WTF."
AMZ_0012,1666219,1666219,,Sun Nov 26 04:31:20 +0000 2017,<USER_1>,True,Didn’t know <USER_1> delivers laptop sleeve to my phone. https://t.co/q0u7JhIurN
AMZ_0012,1666219,1666220,1666218,Sun Nov 26 11:44:56 +0000 2017,AmazonHelp,False,"<USER_1> I understand that you're upset, Gokul. It was never our intention. Could you let us know If you've reported this to our support team through the link provided earlier? ^NK"
AMZ_0012,1666219,1666221,1666220,Sun Nov 26 12:16:38 +0000 2017,<USER_1>,True,@AmazonHelp The link does nothing. Useless.
AMZ_0012,1666219,1666222,1666221,Sun Nov 26 12:36:54 +0000 2017,AmazonHelp,False,<USER_1> I'm sorry to learn that. You can click on the link and select An order I placed&gt; Where is my order&gt; Check status of my order and get in touch with our team via call/chat/ email and let us know how it goes. ^RI
AMZ_0013,2950764,2950762,2950764,Wed Nov 29 17:33:32 +0000 2017,AmazonHelp,False,"<USER_1> Hello Satish, sorry you have not received your order yet. Have your received any emails regarding a delay? What marketplace did you placed your order through? ^TE"
AMZ_0013,2950764,2950763,2950762,Wed Nov 29 17:52:17 +0000 2017,<USER_1>,True,@AmazonHelp No i haven't received any emails.
AMZ_0013,2950764,2950764,,Wed Nov 29 17:22:05 +0000 2017,<USER_1>,True,<USER_1> I am very frustrated about my order ORDER ID- <PHONE_1>-3422658. Which was was suppose to be deliver on 28th November. But still not any update. Try to contact with seller but reply
AMZ_0013,2950764,2950765,2950763,Wed Nov 29 17:57:30 +0000 2017,AmazonHelp,False,"<USER_1> Were you able to check your junk/spam mail as well? If you still weren't able to locate it, then please reach out to us, for further assistance, here: https://t.co/hApLpMlfHN ^GP"
AMZ_0013,2950764,2950766,2950765,Wed Nov 29 18:00:46 +0000 2017,<USER_1>,True,@AmazonHelp Can you let me know what is escalation process in Amazon.
AMZ_0013,2950764,2950767,2950765,Wed Nov 29 17:58:48 +0000 2017,<USER_1>,True,"@AmazonHelp I have double checked, no email received. This is very bad experience with AMAZON."
AMZ_0014,923714,923711,923712,Sat Oct 21 13:42:34 +0000 2017,AmazonHelp,False,<USER_1> We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
AMZ_0014,923714,923712,923713,Sat Oct 21 13:33:50 +0000 2017,<USER_1>,True,@AmazonHelp I have placed few orders with amazon prime category. And the expected delivery date was 14th of october. And items are not delivered yet.
AMZ_0014,923714,923713,923714,Sat Oct 21 13:31:58 +0000 2017,AmazonHelp,False,<USER_1> I'm sorry about any inconvenience. Could you let us know what went wrong? We'd like to help. ^SG
AMZ_0014,923714,923714,,Sat Oct 21 13:10:45 +0000 2017,<USER_1>,True,<USER_1>  i am a prime customer 4 last 1 year. Bt 4m last few months quality of prime is very poor. Thinking 2 shift 4m amazon 2 <USER_1>
AMZ_0015,2802400,2802399,2802400,Wed Nov 22 01:03:27 +0000 2017,AmazonHelp,False,"<USER_1> Oh no! That's definitely not the experience we try provide! Without posting personal  acct info, please tell us more about the issue and what options we've offered. We want to make sure your issue gets resolved! ^BN"
AMZ_0015,2802400,2802400,,Wed Nov 22 00:56:55 +0000 2017,<USER_1>,True,<USER_1> has THE WORST costumer service 🚮🚮🚮
AMZ_0016,2555145,2555143,2555145,Thu Nov 16 16:07:40 +0000 2017,AmazonHelp,False,<USER_1> We'd like to look into this and take an action right away. Kindly share your details here: https://t.co/GIJyeYqKE0 and we'll contact you soon. ^GD
AMZ_0016,2555145,2555144,2555143,Thu Nov 16 20:53:16 +0000 2017,<USER_1>,True,"@AmazonHelp Already did this, now please help me with my refund instead of fake hopes or irrelevant replies."
AMZ_0016,2555145,2555145,,Thu Nov 16 15:53:01 +0000 2017,<USER_1>,True,"ABUSIVE WORDS USED BY AMAZON EXECUTIVE ON CALL WHILE FILING A COMPLAINT OF FRAUD by AMAZON. Order is successfully returned but they are not refunding the Money. 

Voice of SHIVAN (AMAZON ESCALATION TEAM) WHERE HE THOUGHT THE CALL WAS ON HOLD AND HE ABUSED. <USER_1> https://t.co/Nt5LY6Slcr"
AMZ_0016,2555145,2555146,2555144,Thu Nov 16 20:58:26 +0000 2017,AmazonHelp,False,"<USER_1> As you've shared your details in the link, we'll check and we'll be sure to revert at the earliest.^MK"
AMZ_0017,806302,806300,806302,Thu Oct 12 17:55:55 +0000 2017,AmazonHelp,False,"<USER_1> I'm sorry for the return troubles, Cat! That is strange! Have you received an e-mail from our account specialists yet? ^SD"
AMZ_0017,806302,806301,806300,Thu Oct 12 18:11:14 +0000 2017,<USER_1>,True,@AmazonHelp Nope! I've called up twice and talked to someone on chat once too
AMZ_0017,806302,806302,,Thu Oct 12 17:42:51 +0000 2017,<USER_1>,True,<USER_1> I'm trying to return an order but it's been deleted off my orders somehow and everytime I call customer support I get told to wait 24h. 10/10 service.
AMZ_0017,806302,806303,806301,Thu Oct 12 18:25:00 +0000 2017,AmazonHelp,False,"<USER_1> Thanks for confirming, Cat! What options were you given when you spoke with us via chat and phone? Please let us know! ^FD"
AMZ_0017,806302,806304,806303,Thu Oct 12 18:29:19 +0000 2017,<USER_1>,True,"@AmazonHelp Literally no options, I was just told the accounts specialists would be in touch"
AMZ_0018,2893225,2893220,2893221,Tue Nov 28 15:25:39 +0000 2017,AmazonHelp,False,"<USER_1> Okay, please let us know if you need any further assistance with this issue, Dave. ^VF"
AMZ_0018,2893225,2893221,2893222,Tue Nov 28 15:22:54 +0000 2017,<USER_1>,True,"@AmazonHelp I think it’s too late to have any effect today, but thanks anyway. I might as well let the delivery fail (if it does) and then contact them about it."
AMZ_0018,2893225,2893222,2893223,Tue Nov 28 15:19:34 +0000 2017,AmazonHelp,False,"<USER_1> We'd like to look at available options with you. When you have the time, please contact us here: https://t.co/JzP7hlA23B ^KP"
AMZ_0018,2893225,2893223,2893224,Tue Nov 28 15:17:28 +0000 2017,<USER_1>,True,@AmazonHelp Basically it’s a delivery going to a work address that already failed yesterday after being delivered after 5pm. It’s looking to be the same again today after the driver passed the street almost 3 hours ago. https://t.co/AkdBz2NZaB
AMZ_0018,2893225,2893224,2893225,Tue Nov 28 15:14:30 +0000 2017,AmazonHelp,False,"<USER_1> Oh no! I'm sorry for the trouble. Without revealing personal or account information, can you tell us a bit more about what's going on? We'd love to help! ^TG"
AMZ_0018,2893225,2893225,,Tue Nov 28 15:02:45 +0000 2017,<USER_1>,True,Looks like I’ll be going home disappointed again. Amazon Logistics having a stinker this week. 😔
AMZ_0019,86075,86062,86064,Thu Nov 30 14:24:30 +0000 2017,AmazonHelp,False,"<USER_1> Be sure the billing address for your order is chosen. Many times, the billing address chosen is not correct and will decline the payment. Keep us posted.
-AV"
AMZ_0019,86075,86063,86062,Thu Nov 30 16:09:03 +0000 2017,<USER_1>,True,@AmazonHelp Everything is correct as I've said the payment for another item is been taking as it is so that's not the issue
AMZ_0019,86075,86064,86072,Thu Nov 30 14:17:43 +0000 2017,<USER_1>,True,@AmazonHelp I've already done that
AMZ_0019,86075,86065,86063,Thu Nov 30 16:22:00 +0000 2017,AmazonHelp,False,<USER_1> Thank you for clarifying! Only your bank can tell you why your card has been declined. Your bank may require your verbal authorisation to proceed with a transaction. Learn more here: https://t.co/93qX3a3Vu3 Hope this helps! ^SC
AMZ_0019,86075,86066,86065,Thu Nov 30 16:34:03 +0000 2017,<USER_1>,True,@AmazonHelp Are u serous right now?? The Bank HASNT DECLINED ANYTHING!!! I've bought another item of ur site to even prove it's an error on ur part and not mine.. the deal I was getting is now nearly double in price an I'd say that's why it's not going threw but I've been emailed
AMZ_0019,86075,86067,86066,Thu Nov 30 16:35:06 +0000 2017,<USER_1>,True,@AmazonHelp To say Iv 3 days to pay and I've been trying since yesterday and YOUR SYSTEM WONT LET ME!!! so I think it's because it's not willing to give me the original deal and considering I've been told Iv 3 days it SHOULD be honoured
AMZ_0019,86075,86068,86067,Thu Nov 30 16:46:00 +0000 2017,AmazonHelp,False,<USER_1> I know how frustrating this is! We would like another chance to look into this in real time for you. Please reach out to us when you have a moment: https://t.co/JzP7hlA23B ^AL
AMZ_0019,86075,86069,86068,Thu Nov 30 16:47:56 +0000 2017,<USER_1>,True,@AmazonHelp I already have an been told it's been handed over to tech team an to expect a call by 8:00pm but can you garentee you will honour it and il get my item at the original price I was paying
AMZ_0019,86075,86070,86069,Thu Nov 30 17:11:00 +0000 2017,AmazonHelp,False,"<USER_1> We want to help get this resolved for you! Thank you for your patience with our tech team. 

-RD"
AMZ_0019,86075,86071,86070,Thu Nov 30 17:26:07 +0000 2017,<USER_1>,True,@AmazonHelp I asked a Question. Will you honour it because all it seems like at the moment is your dragging it out the 3 days an then it will be cancelled regardless
AMZ_0019,86075,86072,86074,Thu Nov 30 14:17:00 +0000 2017,AmazonHelp,False,"<USER_1> We're here to help, sorry for any inconvenience! With Twitter, we're unable to access account or order information. To learn how to resolve a declined payment, click here: https://t.co/f05eosgufo ^JE"
AMZ_0019,86075,86073,86072,Thu Nov 30 14:17:51 +0000 2017,<USER_1>,True,@AmazonHelp Online AND over the phone
AMZ_0019,86075,86074,86075,Thu Nov 30 14:13:11 +0000 2017,<USER_1>,True,<USER_1> From urselfs bar the €1 on Thursday! I've conveniently been told the card needs a day r so to activate so I tried purchasing something else from ur site an it was accepted straight away. So there is NO ISSUE with my card. And I want to know how to get this resolved as I'm being
AMZ_0019,86075,86075,,Thu Nov 30 14:11:37 +0000 2017,<USER_1>,True,"<USER_1> I purchased an item on Thursday in the sale to get an email yesterday to say it needs to be paid in next 4 days or it's cancelled, tried and it won't let me. Contacted the phone team an they tell me it's the bank, ring them the funds are there and there's been no attemp"
AMZ_0020,1464292,1464291,1464292,Thu Nov 02 19:07:31 +0000 2017,AmazonHelp,False,"<USER_1> I'm so sorry, Martin! Please help us improve by submitting packaging feedback here: https://t.co/2RyAwRrDis ^LB"
AMZ_0020,1464292,1464292,,Thu Nov 02 19:05:43 +0000 2017,<USER_1>,True,<USER_1> C'mon Amazon!!!!! Seriously? The item on the left arrived in the box on the right. WTF!? #WASTE #WhatAboutTheEnvironment https://t.co/5aQm7TVovK
AMZ_0021,2124935,2124934,2124935,Wed Nov 08 18:06:51 +0000 2017,AmazonHelp,False,"<USER_1> I'm so glad to hear you had a great experience with us, Dana! Don't forget to leave feedback in the email survey. 😁 ^HC"
